pr_number,repository,title,author,created_date,merged_date,status,lines_added,lines_deleted,files_changed,commits_count,review_time_hours,requested_reviewers,sprint_number
590,phoenix-customer-platform,Feature: api implementation,david.kumar,2024-06-21 00:00:00,2024-06-21 04:00:00,merged,161,50,5,4,4,3,13
591,phoenix-shared-components,Feature: api implementation,mark.smith,2024-06-17 00:00:00,2024-06-17 17:00:00,merged,263,37,12,5,17,3,13
592,phoenix-web-frontend,Feature: authentication implementation,david.kumar,2024-06-18 00:00:00,2024-06-19 06:00:00,merged,311,7,9,3,30,3,13
593,phoenix-billing-service,Feature: api implementation,mark.smith,2024-06-26 00:00:00,2024-06-27 06:00:00,merged,355,46,4,5,30,3,13
594,phoenix-auth-service,Feature: authentication implementation,mark.smith,2024-06-27 00:00:00,2024-06-27 04:00:00,merged,368,96,4,4,4,3,13
595,phoenix-web-frontend,Feature: dashboard implementation,mark.smith,2024-06-21 00:00:00,2024-06-21 17:00:00,merged,372,95,2,4,17,3,13
596,phoenix-billing-service,Feature: api implementation,tom.garcia,2024-06-23 00:00:00,2024-06-23 17:00:00,merged,239,25,7,2,17,3,13
597,phoenix-billing-service,Feature: authentication implementation,mark.smith,2024-06-24 00:00:00,2024-06-24 04:00:00,merged,313,7,12,1,4,3,13
598,phoenix-mobile-api,Feature: api implementation,tom.garcia,2024-06-26 00:00:00,2024-06-26 04:00:00,merged,154,9,5,1,4,3,13
599,phoenix-web-frontend,Feature: dashboard implementation,mark.smith,2024-06-17 00:00:00,2024-06-17 17:00:00,merged,294,33,12,3,17,3,13
600,phoenix-customer-platform,Feature: billing implementation,mark.smith,2024-06-26 00:00:00,2024-06-26 17:00:00,merged,266,51,2,5,17,3,13
601,phoenix-customer-platform,Feature: authentication implementation,mark.smith,2024-06-20 00:00:00,,open,431,27,12,5,4,3,13
602,phoenix-shared-components,Feature: api implementation,mark.smith,2024-06-20 00:00:00,2024-06-21 06:00:00,merged,167,30,11,2,30,3,13
